15,0,920,49080,50000,0.2,0.05,10,8/8/8/1p6/2b5/2kp4/8/4K3 w - - 0 171,0-1
16,0,1003,48997,50000,0.2,0.05,10,8/8/8/1p6/2b5/2kp4/8/4K3 w - - 0 171,0-1
17,0,1001,48999,50000,0.2,0.05,10,8/8/8/1p6/2b5/2kp4/8/4K3 w - - 0 171,0-1
18,0,995,49005,50000,0.2,0.05,10,8/8/8/1p6/2b5/2kp4/8/4K3 w - - 0 171,0-1
19,0,961,49039,50000,0.2,0.05,10,8/8/8/1p6/2b5/2kp4/8/4K3 w - - 0 171,0-1
20,0,966,49034,50000,0.2,0.05,10,8/8/8/1p6/2b5/2kp4/8/4K3 w - - 0 171,0-1
21,0,926,49074,50000,0.2,0.05,10,8/8/8/1p6/2b5/2kp4/8/4K3 w - - 0 171,0-1
22,0,943,49057,50000,0.2,0.05,10,8/8/8/1p6/2b5/2kp4/8/4K3 w - - 0 171,0-1
23,0,1007,48993,50000,0.2,0.05,10,8/8/8/1p6/2b5/2kp4/8/4K3 w - - 0 171,0-1
24,0,998,49002,50000,0.2,0.05,10,8/8/8/1p6/2b5/2kp4/8/4K3 w - - 0 171,0-1
25,0,1017,48983,50000,0.2,0.05,10,8/8/8/1p6/2b5/2kp4/8/4K3 w - - 0 171,0-1
""
