Number,Wins,Losses,Draws,Simulations,White Time,Black Time,Fen,End Result
10,337,0,19663,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
11,349,1,19650,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
12,338,0,19662,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
13,303,0,19697,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
14,312,0,19688,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
15,327,0,19673,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
16,346,0,19654,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
17,334,0,19666,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
18,346,0,19654,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
19,313,0,19687,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
20,325,0,19675,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
21,315,0,19685,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
22,315,0,19685,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
23,338,0,19662,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
24,324,1,19675,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
25,311,0,19689,20000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
""
1,468,0,29532,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
2,492,1,29507,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
3,505,1,29494,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
4,475,0,29525,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
5,512,0,29488,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
6,484,0,29516,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
7,484,0,29516,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
8,467,0,29533,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
9,493,0,29507,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
10,495,0,29505,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
11,497,0,29503,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
12,507,0,29493,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
13,480,0,29520,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
14,518,0,29482,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
15,466,1,29533,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
16,484,0,29516,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
17,493,0,29507,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
18,527,0,29473,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
19,532,2,29466,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
20,478,0,29522,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
21,466,0,29534,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
22,454,0,29546,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
23,505,0,29495,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
24,484,0,29516,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
25,477,0,29523,30000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
""
1,623,0,39377,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
2,681,0,39319,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
3,610,0,39390,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
4,626,0,39374,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
5,676,1,39323,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
6,654,0,39346,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
7,655,0,39345,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
8,634,0,39366,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
9,688,0,39312,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
10,653,2,39345,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
11,673,0,39327,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
12,644,0,39356,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
13,665,0,39335,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
14,590,2,39408,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
15,597,0,39403,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
16,656,0,39344,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
17,678,0,39322,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
18,680,0,39320,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
19,642,0,39358,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
20,646,0,39354,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
21,653,0,39347,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
22,654,0,39346,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
23,678,1,39321,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
24,637,0,39363,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
25,632,0,39368,40000,0.1,0.01,8/5Rb1/8/8/4K3/7P/6k1/8 w - - 0 64,1-0
""
1,0,100,9900,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
2,0,103,9897,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
3,0,101,9899,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
4,0,105,9895,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
5,0,97,9903,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
6,0,96,9904,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
7,0,109,9891,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
8,0,93,9907,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
9,0,112,9888,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
10,0,100,9900,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
11,0,112,9888,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
12,0,97,9903,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
13,0,97,9903,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
14,0,88,9912,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
15,0,115,9885,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
16,0,102,9898,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
17,0,104,9896,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
18,0,107,9893,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
19,0,98,9902,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
20,0,99,9901,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
21,0,97,9903,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
22,0,94,9906,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
23,0,112,9888,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
24,0,109,9891,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
25,0,97,9903,10000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
""
1,0,199,19801,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
2,0,209,19791,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
3,0,213,19787,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
4,0,205,19795,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
5,0,178,19822,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
6,0,225,19775,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
7,0,213,19787,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
8,0,232,19768,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
9,0,225,19775,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
10,0,191,19809,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
11,0,217,19783,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
12,0,197,19803,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
13,0,224,19776,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
14,0,200,19800,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
15,0,221,19779,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
16,0,192,19808,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
17,0,189,19811,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
18,0,202,19798,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
19,0,211,19789,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
20,0,200,19800,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
21,0,233,19767,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
22,0,220,19780,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
23,0,217,19783,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
24,0,199,19801,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
25,0,197,19803,20000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
""
1,0,300,29700,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
2,0,332,29668,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
3,0,331,29669,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
4,0,311,29689,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
5,0,291,29709,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
6,0,302,29698,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
7,0,311,29689,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
8,0,315,29685,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
9,0,319,29681,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
10,0,337,29663,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
11,0,312,29688,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
12,0,311,29689,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
13,0,332,29668,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
14,0,299,29701,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
15,0,334,29666,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
16,0,304,29696,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
17,0,305,29695,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
18,0,311,29689,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
19,0,274,29726,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
20,0,311,29689,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
21,0,336,29664,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
22,0,292,29708,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
23,0,317,29683,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
24,0,321,29679,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
25,0,290,29710,30000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
""
1,0,419,39581,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
2,0,408,39592,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
3,0,417,39583,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
4,0,392,39608,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
5,0,402,39598,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
6,0,402,39598,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
7,0,386,39614,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
8,0,404,39596,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
9,0,406,39594,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
10,0,404,39596,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
11,0,432,39568,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
12,0,405,39595,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
13,0,425,39575,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
14,0,389,39611,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
15,0,425,39575,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
16,0,402,39598,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
17,0,382,39618,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
18,0,378,39622,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
19,0,389,39611,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
20,0,409,39591,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
21,0,424,39576,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
22,0,390,39610,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
23,0,406,39594,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
24,0,415,39585,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
25,0,391,39609,40000,0.1,0.01,8/8/8/3k4/8/2K1r3/8/8 w - - 12 75,0-1
""
